filename,column,avr,var,std,skew,kern,logviola,rollingvarmax,DFA,rollingvarmean,violmax,violmean,maxpeaksqt,
5550.csv,caster_pool_level,56.28456645649432,0.4520304575526521,0.6723321036159526,0.23349949802391654,-0.8120317429221497,0.18638939239566696,0.7737658818281329,1.5594399573075133,0.4052304137432544,1.8000782902186738,0.5835472421243565,0.30843405116102063
5551.csv,caster_pool_level,56.33167435897436,0.358568263769145,0.5988056978429188,0.02296645710092456,-0.6609887480588461,0.1646738409133912,0.5443066443701924,1.5255149949277829,0.29825645248022903,1.4423785985855118,0.5009805232435602,0.42970763612342405
5552.csv,caster_pool_level,56.27786288659794,0.25580065662688073,0.5057673937956862,0.16985243929053356,-0.5596022058395489,0.13880305586500283,0.45684385146027756,1.4737380766651167,0.22030873145289795,1.2304379919502753,0.4188253030720939,0.2645698642059569
5553.csv,caster_pool_level,56.184900077259854,0.2357468457573355,0.4855376872677707,0.2330743541951413,-0.2698712401019039,0.13354584099053485,0.4996757146042263,1.4742565783586379,0.19258507157403426,1.3656814431778719,0.3980552262053126,0.26267852496612104
5554.csv,caster_pool_level,56.16295148387096,0.34810720053664623,0.5900061021181444,-0.15221612253899736,-0.5370635735470404,0.16248990302356564,0.5753335816613303,1.5350172403532805,0.28292718244263787,1.4680553672450525,0.49210440781072023,0.22824522240434947
5555.csv,caster_pool_level,55.934795460407535,0.47018914004130624,0.6857033907173758,-0.17507083502106907,-0.47588914588577547,0.18991762216502583,0.822514911929222,1.5964282575904591,0.40481137233505554,1.9362839559342264,0.5657172093662001,0.3228035425064377
5556.csv,caster_pool_level,56.037119368203,0.4405671364856925,0.6637523156160682,-0.3677970422715325,-0.2609868659197243,0.1832659930181857,0.8225149119286426,1.5973106101532897,0.3649696865753223,1.9712459485335032,0.5453994296391773,0.2506578435379139
5557.csv,caster_pool_level,56.073693867077246,0.23609187212100186,0.48589286074298504,0.05854052780262472,0.02962990880462346,0.1343185246814811,0.566583545273146,1.4647255647789716,0.1671759850821292,1.3354303902713442,0.4061919578664843,0.21249017352608024
5558.csv,caster_pool_level,56.065258279845956,0.19212243199036336,0.4383177294958115,0.35373654724131703,0.23577232186434216,0.12102007305367027,0.5268968517279544,1.4381912889547435,0.14803804828357597,1.2851846758885528,0.34995623629603895,0.38440005488911205
5559.csv,caster_pool_level,55.976125,0.3310353592101876,0.5753567234422378,0.32664278394595875,-0.3850505563061932,0.1589879482162632,0.7461897982160429,1.5188365208341479,0.27491260424685743,1.8217315133312209,0.4796523225897109,0.513181093214916
5560.csv,caster_pool_level,56.09246575695159,0.5513186599139004,0.7425083567973497,0.06764175273891981,-0.814967506669396,0.20480299756782874,0.8447640275919169,1.568417221453653,0.47197250837739374,1.8728851520436136,0.6540600849636409,0.4057109439380483
5561.csv,caster_pool_level,56.29066761363637,0.46841792436547414,0.6844106401609155,-0.29383236116023864,-0.3063147666299657,0.1880788688781359,0.9002384002228773,1.581334040839067,0.3875032970567532,2.2597755528997245,0.5672849284218415,0.3048241376506073
5562.csv,caster_pool_level,56.226920815063195,0.27701284021935607,0.5263200929276366,0.2852486403039168,0.004484297839558948,0.14447254977046398,0.4689307496543409,1.5188470967103576,0.20286683367292915,1.7569729851087017,0.4330676357043205,0.8344265223078429
5563.csv,caster_pool_level,56.11523126614987,0.19375603618940188,0.44017727813848123,0.24759000031372008,-0.4117695283471736,0.12105598994581926,0.36736284169457634,1.4080502008974864,0.12561868700252346,1.3361309606256138,0.3682478104535667,0.470708480357319
5564.csv,caster_pool_level,56.13385573940021,0.29634671618892827,0.5443773656104084,-0.04849897521841711,-0.6012863529798915,0.14979732534909426,0.6549235239689768,1.5108869699762226,0.2235528797652132,1.399673116086877,0.45270995517080337,0.3817112911519526
5565.csv,caster_pool_level,55.98816546018614,0.4341179793394052,0.6588763004839415,-0.17722846114074883,-0.5944777425625367,0.18204915957362397,0.8919661130326264,1.560638098228274,0.4044061675974139,1.6729811214582682,0.5479976053238595,0.2850845505487289
5566.csv,caster_pool_level,56.07918224057821,0.4450995836142919,0.667157840105542,-0.10582337324394256,-0.25235911644613296,0.18403529811978397,0.8919661130325021,1.568439104136661,0.36220302772828944,1.8345852772932925,0.5579582546519282,0.8141817687553387
5567.csv,caster_pool_level,55.96864633204633,0.3056601313234379,0.5528653826415956,-0.22379335656630775,-0.7708660414106148,0.15316148262277526,0.6010863645484917,1.5105878760857347,0.23394569719774475,1.6726329792040362,0.47785092524165634,0.323666887732246
5568.csv,caster_pool_level,55.91933082706767,0.21137083969519238,0.45975084523597387,0.05348412695315252,-0.6544602095891974,0.12687414449038284,0.3864005975473522,1.4387774037781451,0.14022172209921646,1.390005984862396,0.39886699895229577,0.2640901207141069
5569.csv,caster_pool_level,55.85597472272376,0.35868550348886136,0.5989035844682025,0.2869748754235561,-0.7091541747203411,0.1657266562070018,0.7142868851727829,1.5309317683487993,0.33337529144812694,1.539371200601529,0.500640293320071,0.39331931021326294
5570.csv,caster_pool_level,55.944887715683755,0.4726146726027917,0.6874697612279334,0.2667575970586681,-1.0942674916647832,0.18998681708933307,0.7045386945371002,1.572402005882634,0.440014820327701,1.750922805173643,0.623593031749643,0.3278772481451665
5571.csv,caster_pool_level,55.914675773195874,0.3654237169689819,0.6045028676267648,0.09667859779842687,-0.7574123254351859,0.16729159201383884,0.7045386945373525,1.549269248979308,0.35805017778320125,1.470607140945834,0.5091455747426684,0.2625149885609193
5572.csv,caster_pool_level,55.927803244913726,0.18241754345160077,0.42710366827223667,-0.2694536942873342,-0.43166995192529223,0.11838613289602608,0.46489935745820127,1.4451832870755252,0.14648377686375072,1.2437565899735232,0.3621642021531513,0.318254628230987
5573.csv,caster_pool_level,55.92149187516121,0.14514582068990392,0.3809800791247541,0.04909517974963541,-0.7272134771169894,0.10540647731480064,0.2979119732441763,1.4130469080387713,0.1189046169350379,1.0169841810320568,0.32724636339653146,0.23472323582220242
5574.csv,caster_pool_level,56.02146580310881,0.23152458317854635,0.4811700148373196,-0.10847360155001766,-0.6467353471872728,0.1326261964736003,0.5373741192865452,1.4941258640609976,0.1979679933979157,1.2510401070583979,0.4024523373768201,0.21045484979084653
5575.csv,caster_pool_level,55.94625674974039,0.37184042198766737,0.6097871940174435,-0.16304226337480024,-0.8201210983741873,0.16826251117731986,0.7231226755853086,1.5566590081325498,0.34657467862857444,1.729329515454901,0.5218194363154974,0.1944416009334836
5576.csv,caster_pool_level,55.98689238709678,0.39427121376495095,0.6279101956211182,-0.1618484440668035,-0.7290764855583922,0.17362774701112965,0.667013490523871,1.5526629713253548,0.36090035110224516,1.496920825366537,0.5322864068622092,0.2345867354820397
